workclass,marital-status,occupation,race,sex,hours-per-week,native-country,income,net_capital,age_group,education_level
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,10,United-States,<=50K,0,elderly,High
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,45,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K,-1887,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Transport-moving,White,Male,55,United-States,<=50K,2050,elderly,Medium
Private,Never-married,Craft-repair,Black,Male,45,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0,young_adult,High
Private,Never-married,Other-service,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,senior,Low
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Other-service,White,Male,48,Mexico,<=50K,0,young,Low
Private,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Prof-specialty,White,Male,60,United-States,<=50K,0,middle_aged,High
Private,Never-married,Sales,Black,Male,30,Other,<=50K,0,young,Medium
Private,Married-civ-spouse,Other-service,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,7298,middle_aged,Medium
State-gov,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K,7298,middle_aged,Medium
Private,Never-married,Farming-fishing,White,Male,20,United-States,<=50K,0,young_adult,Medium
State-gov,Never-married,Protective-serv,Black,Female,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Never-married,Sales,White,Male,42,United-States,<=50K,0,middle_aged,High
Private,Married-spouse-absent,Other-service,White,Male,25,Other,<=50K,0,senior,Medium
Private,Never-married,Prof-specialty,White,Male,25,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,young_adult,High
Private,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,young_adult,High
Local-gov,Married-civ-spouse,Transport-moving,White,Male,30,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Widowed,Other-service,Other,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Adm-clerical,White,Female,35,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,40,Other,<=50K,0,young_adult,Low
Private,Married-civ-spouse,Other-service,White,Female,24,United-States,<=50K,0,middle_aged,Low
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,senior,High
Private,Married-civ-spouse,Transport-moving,White,Male,45,United-States,<=50K,0,middle_aged,High
Private,Divorced,Exec-managerial,White,Male,45,United-States,>50K,-1564,middle_aged,High
Private,Married-spouse-absent,Sales,White,Male,55,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,45,United-States,<=50K,0,senior,Medium
Private,Never-married,Sales,White,Female,15,United-States,<=50K,0,young,Medium
Private,Divorced,Exec-managerial,White,Female,45,United-States,>50K,0,senior,High
Private,Divorced,Sales,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Never-married,Adm-clerical,White,Female,15,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Other-service,White,Male,10,United-States,<=50K,0,young,Medium
State-gov,Married-civ-spouse,Machine-op-inspct,White,Male,38,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Craft-repair,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Never-married,Adm-clerical,White,Female,10,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Sales,White,Male,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Divorced,Exec-managerial,White,Male,30,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Divorced,Craft-repair,White,Female,45,United-States,<=50K,-2339,middle_aged,Low
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young,Medium
Private,Divorced,Sales,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Transport-moving,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Female,25,United-States,<=50K,0,young,Medium
Private,Separated,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Adm-clerical,White,Female,6,United-States,>50K,-2415,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Female,16,United-States,<=50K,0,young,Medium
Private,Never-married,Other-service,White,Female,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Other-service,White,Female,40,United-States,>50K,0,young_adult,Medium
Private,Never-married,Craft-repair,White,Male,50,United-States,<=50K,0,young_adult,High
Self-emp-not-inc,Separated,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
State-gov,Married-civ-spouse,Exec-managerial,White,Male,45,Other,>50K,7688,young_adult,High
Private,Never-married,Other-service,White,Female,35,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Handlers-cleaners,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K,0,young,High
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,0,senior,High
Private,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Other-service,White,Female,40,United-States,<=50K,0,young_adult,Medium
State-gov,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Divorced,Tech-support,White,Female,64,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Handlers-cleaners,Other,Male,40,Puerto-Rico,<=50K,-2179,young_adult,Low
Private,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K,-1977,middle_aged,High
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,25,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K,0,young_adult,Medium
Local-gov,Divorced,Other-service,Black,Female,24,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,Black,Female,40,United-States,<=50K,0,young,Medium
Private,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K,15024,middle_aged,High
State-gov,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Craft-repair,White,Male,50,United-States,>50K,0,young_adult,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,Mexico,<=50K,0,senior,Low
Private,Never-married,Other-service,White,Female,19,United-States,<=50K,0,young_adult,Medium
Local-gov,Separated,Machine-op-inspct,Black,Male,40,United-States,<=50K,0,young_adult,Medium
State-gov,Divorced,Transport-moving,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Sales,White,Male,30,United-States,<=50K,0,young,Medium
Private,Never-married,Handlers-cleaners,White,Male,18,United-States,<=50K,2176,young,Medium
State-gov,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K,0,young_adult,High
Private,Divorced,Farming-fishing,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Craft-repair,White,Female,35,United-States,<=50K,0,young_adult,Low
Private,Married-civ-spouse,Transport-moving,White,Male,60,United-States,<=50K,0,young,Medium
Federal-gov,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,-1408,middle_aged,High
Private,Never-married,Handlers-cleaners,White,Male,72,Other,<=50K,0,young,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,senior,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K,0,middle_aged,High
Self-emp-not-inc,Married-spouse-absent,Prof-specialty,White,Female,40,United-States,<=50K,2174,middle_aged,High
Private,Married-civ-spouse,Other-service,White,Female,25,United-States,>50K,0,young_adult,Medium
Private,Never-married,Craft-repair,Asian-Pac-Islander,Male,40,Philippines,<=50K,-1980,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,0,young_adult,High
Local-gov,Never-married,Farming-fishing,Black,Male,60,United-States,<=50K,594,young_adult,Medium
Local-gov,Never-married,Protective-serv,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0,young_adult,High
Private,Divorced,Adm-clerical,White,Female,28,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Never-married,Armed-Forces,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Craft-repair,White,Male,40,Mexico,<=50K,0,young_adult,Low
Private,Never-married,Sales,White,Male,35,United-States,<=50K,0,young,Medium
Private,Widowed,Exec-managerial,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Machine-op-inspct,Black,Female,40,United-States,<=50K,0,young,Medium
Self-emp-inc,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,senior,Medium
Private,Married-civ-spouse,Exec-managerial,Black,Male,40,Other,>50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Sales,White,Female,40,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Transport-moving,Black,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,60,United-States,<=50K,0,young,Medium
Private,Never-married,Farming-fishing,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Transport-moving,Black,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K,0,young_adult,High
Private,Married-spouse-absent,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Low
Private,Never-married,Tech-support,White,Female,20,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Adm-clerical,White,Female,60,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K,-1977,middle_aged,High
Private,Married-civ-spouse,Tech-support,White,Female,16,United-States,>50K,0,young_adult,High
Private,Never-married,Prof-specialty,White,Male,40,United-States,>50K,0,senior,Medium
Private,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Transport-moving,White,Male,60,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Other-service,White,Female,24,United-States,<=50K,0,elderly,Medium
Private,Never-married,Craft-repair,White,Female,40,United-States,<=50K,0,middle_aged,High
Private,Never-married,Other-service,White,Male,6,United-States,<=50K,0,young,Low
Private,Never-married,Handlers-cleaners,White,Male,30,United-States,<=50K,0,young,Medium
Private,Never-married,Other-service,White,Male,40,United-States,<=50K,0,young_adult,Low
Private,Never-married,Other-service,White,Female,35,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,45,Other,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,20,United-States,<=50K,0,middle_aged,Medium
State-gov,Never-married,Prof-specialty,White,Male,20,United-States,<=50K,0,young_adult,High
Private,Married-spouse-absent,Craft-repair,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-spouse-absent,Adm-clerical,Black,Female,20,United-States,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Transport-moving,White,Male,45,United-States,<=50K,0,senior,Medium
Local-gov,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Sales,White,Male,60,United-States,>50K,15024,middle_aged,High
Private,Never-married,Other-service,White,Female,35,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Divorced,Adm-clerical,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Exec-managerial,White,Female,60,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Prof-specialty,White,Female,25,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Craft-repair,White,Male,20,United-States,<=50K,0,young_adult,High
Private,Divorced,Adm-clerical,White,Female,36,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Other-service,White,Male,40,El-Salvador,<=50K,0,young,Low
Private,Never-married,Prof-specialty,White,Female,35,United-States,<=50K,0,young_adult,Medium
Local-gov,Never-married,Farming-fishing,White,Male,40,Other,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Divorced,Other-service,White,Female,42,Other,<=50K,0,senior,Medium
Private,Never-married,Sales,White,Female,40,United-States,<=50K,0,young,High
Private,Never-married,Exec-managerial,Black,Male,40,United-States,<=50K,0,young,High
Private,Never-married,Protective-serv,White,Male,8,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Separated,Adm-clerical,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Other-service,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-spouse-absent,Handlers-cleaners,White,Male,42,United-States,<=50K,-1380,middle_aged,Medium
Private,Never-married,Craft-repair,White,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,0,young_adult,Medium
Private,Divorced,Craft-repair,White,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,20,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,0,young_adult,High
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,80,United-States,>50K,15024,middle_aged,High
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,7688,middle_aged,Medium
Local-gov,Divorced,Handlers-cleaners,Black,Male,50,United-States,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Tech-support,White,Male,45,United-States,>50K,0,middle_aged,Medium
Private,Divorced,Machine-op-inspct,White,Male,58,United-States,>50K,0,middle_aged,Medium
